user_id,purchase_date,plan,amount
U102957,2025-03-08,Starter,19
U102957,2025-04-07,Starter,19
U102957,2025-05-07,Starter,19
U102957,2025-06-06,Starter,19
U102957,2025-07-06,Starter,19
U102957,2025-08-05,Starter,19
U102957,2025-09-04,Starter,19
U102957,2025-10-04,Starter,19
U102957,2025-11-03,Starter,19
U102957,2025-12-03,Starter,19
U102442,2025-02-09,Starter,19
U102442,2025-03-11,Starter,19
U102442,2025-04-10,Starter,19
U102442,2025-05-10,Starter,19
U102442,2025-06-09,Starter,19
U102442,2025-07-09,Starter,19
U102442,2025-08-08,Starter,19
U102442,2025-09-07,Starter,19
U102442,2025-10-07,Starter,19
U102442,2025-11-06,Starter,19
U102442,2025-12-06,Starter,19
U103806,2025-02-11,Growth,59
U103806,2025-03-13,Growth,59
U103806,2025-04-12,Growth,59
U103806,2025-05-12,Growth,59
U103806,2025-06-11,Growth,59
U103806,2025-07-11,Growth,59
U103806,2025-08-10,Growth,59
U104374,2025-02-06,Starter,19
U104374,2025-03-08,Starter,19
U101661,2025-02-05,Growth,59
U101661,2025-03-07,Growth,59
U101661,2025-04-06,Growth,59
U101661,2025-05-06,Growth,59
U101661,2025-06-05,Growth,59
U101661,2025-07-05,Growth,59
U101661,2025-08-04,Growth,59
U101661,2025-09-03,Growth,59
U101661,2025-10-03,Growth,59
U101661,2025-11-02,Growth,59
U101661,2025-12-02,Growth,59
U100084,2025-02-07,Growth,59
U100084,2025-03-09,Growth,59
U100084,2025-04-08,Growth,59
U104997,2025-02-06,Growth,59
U104997,2025-03-08,Growth,59
U104997,2025-04-07,Growth,59
U104997,2025-05-07,Growth,59
U104997,2025-06-06,Growth,59
U104997,2025-07-06,Growth,59
U104997,2025-08-05,Growth,59
U104997,2025-09-04,Growth,59
U104997,2025-10-04,Growth,59
U104997,2025-11-03,Growth,59
U104997,2025-12-03,Growth,59
U107367,2025-02-09,Starter,19
U103142,2025-02-14,Growth,59
U103142,2025-03-16,Growth,59
U103142,2025-04-15,Growth,59
U103142,2025-05-15,Growth,59
U103142,2025-06-14,Growth,59
U103142,2025-07-14,Growth,59
U103142,2025-08-13,Growth,59
U103142,2025-09-12,Growth,59
U103142,2025-10-12,Growth,59
U103142,2025-11-11,Growth,59
U103142,2025-12-11,Growth,59
U102548,2025-02-09,Starter,19
U102548,2025-03-11,Starter,19
U102548,2025-04-10,Starter,19
U102548,2025-05-10,Starter,19
U102548,2025-06-09,Starter,19
U102548,2025-07-09,Starter,19
U102548,2025-08-08,Starter,19
U102548,2025-09-07,Starter,19
U102548,2025-10-07,Starter,19
U102548,2025-11-06,Starter,19
U102548,2025-12-06,Starter,19
U108385,2025-02-14,Starter,19
U108385,2025-03-16,Starter,19
U108385,2025-04-15,Starter,19
U108385,2025-05-15,Starter,19
U108385,2025-06-14,Starter,19
U108385,2025-07-14,Starter,19
U108385,2025-08-13,Starter,19
U108385,2025-09-12,Starter,19
U108385,2025-10-12,Starter,19
U108385,2025-11-11,Starter,19
U108385,2025-12-11,Starter,19
U105878,2025-02-07,Growth,59
U105878,2025-03-09,Growth,59
U105878,2025-04-08,Growth,59
U105878,2025-05-08,Growth,59
U105878,2025-06-07,Growth,59
U105878,2025-07-07,Growth,59
U105878,2025-08-06,Growth,59
U105878,2025-09-05,Growth,59
U105878,2025-10-05,Growth,59
U105878,2025-11-04,Growth,59
U105878,2025-12-04,Growth,59
U105279,2025-02-12,Starter,19
U105279,2025-03-14,Starter,19
U107868,2025-02-08,Growth,59
U102970,2025-02-11,Growth,59
U102970,2025-03-13,Growth,59
U102970,2025-04-12,Growth,59
U102970,2025-05-12,Growth,59
U102970,2025-06-11,Growth,59
U102970,2025-07-11,Growth,59
U102970,2025-08-10,Growth,59
U102970,2025-09-09,Growth,59
U102970,2025-10-09,Growth,59
U102970,2025-11-08,Growth,59
U102970,2025-12-08,Growth,59
U104070,2025-02-09,Starter,19
U103685,2025-02-16,Growth,59
U103685,2025-03-18,Growth,59
U103685,2025-04-17,Growth,59
U103685,2025-05-17,Growth,59
U103685,2025-06-16,Growth,59
U103685,2025-07-16,Growth,59
U103685,2025-08-15,Growth,59
U105747,2025-02-09,Starter,19
U105747,2025-03-11,Starter,19
U105747,2025-04-10,Starter,19
U105747,2025-05-10,Starter,19
U105747,2025-06-09,Starter,19
U105747,2025-07-09,Starter,19
U105747,2025-08-08,Starter,19
U105747,2025-09-07,Starter,19
U105747,2025-10-07,Starter,19
U105747,2025-11-06,Starter,19
U105747,2025-12-06,Starter,19
U103168,2025-02-12,Scale,149
U103168,2025-03-14,Scale,149
U103168,2025-04-13,Scale,149
U103168,2025-05-13,Scale,149
U103168,2025-06-12,Scale,149
U103168,2025-07-12,Scale,149
U103168,2025-08-11,Scale,149
U103168,2025-09-10,Scale,149
U103168,2025-10-10,Scale,149
U103168,2025-11-09,Scale,149
U103168,2025-12-09,Scale,149
U102204,2025-02-12,Starter,19
U102204,2025-03-14,Starter,19
U102204,2025-04-13,Starter,19
U102204,2025-05-13,Starter,19
U102204,2025-06-12,Starter,19
U102204,2025-07-12,Starter,19
U102204,2025-08-11,Starter,19
U102204,2025-09-10,Starter,19
U102204,2025-10-10,Starter,19
U102204,2025-11-09,Starter,19
U102204,2025-12-09,Starter,19
U102078,2025-02-17,Scale,149
U102078,2025-03-19,Scale,149
U102078,2025-04-18,Scale,149
U102078,2025-05-18,Scale,149
U105038,2025-02-12,Starter,19
U105038,2025-03-14,Starter,19
U105038,2025-04-13,Starter,19
U105038,2025-05-13,Starter,19
U105038,2025-06-12,Starter,19
U105038,2025-07-12,Starter,19
U105038,2025-08-11,Starter,19
U105038,2025-09-10,Starter,19
U105038,2025-10-10,Starter,19
U105038,2025-11-09,Starter,19
U105038,2025-12-09,Starter,19
U101597,2025-02-15,Scale,149
U101597,2025-03-17,Scale,149
U101597,2025-04-16,Scale,149
U101597,2025-05-16,Scale,149
U101597,2025-06-15,Scale,149
U101597,2025-07-15,Scale,149
U101597,2025-08-14,Scale,149
U101597,2025-09-13,Scale,149
U101597,2025-10-13,Scale,149
U101597,2025-11-12,Scale,149
U101597,2025-12-12,Scale,149
U106816,2025-02-11,Growth,59
U106816,2025-03-13,Growth,59
U106816,2025-04-12,Growth,59
U106816,2025-05-12,Growth,59
U106816,2025-06-11,Growth,59
U106816,2025-07-11,Growth,59
U106816,2025-08-10,Growth,59
U106816,2025-09-09,Growth,59
U106816,2025-10-09,Growth,59
U106816,2025-11-08,Growth,59
U106816,2025-12-08,Growth,59
U107779,2025-02-14,Starter,19
U107779,2025-03-16,Starter,19
U107779,2025-04-15,Starter,19
U107779,2025-05-15,Starter,19
U107779,2025-06-14,Starter,19
U107779,2025-07-14,Starter,19
U107779,2025-08-13,Starter,19
U107779,2025-09-12,Starter,19
U107779,2025-10-12,Starter,19
U107779,2025-11-11,Starter,19
U107779,2025-12-11,Starter,19
U100213,2025-02-16,Starter,19
U100213,2025-03-18,Starter,19
U100213,2025-04-17,Starter,19
U100213,2025-05-17,Starter,19
U101512,2025-02-15,Starter,19
U101512,2025-03-17,Starter,19
U104325,2025-02-18,Starter,19
U104325,2025-03-20,Starter,19
U104325,2025-04-19,Starter,19
U104325,2025-05-19,Starter,19
U104325,2025-06-18,Starter,19
U104325,2025-07-18,Starter,19
U104325,2025-08-17,Starter,19
U104325,2025-09-16,Starter,19
U104325,2025-10-16,Starter,19
U104325,2025-11-15,Starter,19
U104325,2025-12-15,Starter,19
U106418,2025-02-16,Growth,59
U106418,2025-03-18,Growth,59
U106418,2025-04-17,Growth,59
U106418,2025-05-17,Growth,59
U106418,2025-06-16,Growth,59
U106418,2025-07-16,Growth,59
U106418,2025-08-15,Growth,59
U106418,2025-09-14,Growth,59
U106418,2025-10-14,Growth,59
U106418,2025-11-13,Growth,59
U106418,2025-12-13,Growth,59
U104201,2025-02-16,Starter,19
U104201,2025-03-18,Starter,19
U104201,2025-04-17,Starter,19
U104201,2025-05-17,Starter,19
U104201,2025-06-16,Starter,19
U104201,2025-07-16,Starter,19
U104201,2025-08-15,Starter,19
U104201,2025-09-14,Starter,19
U104201,2025-10-14,Starter,19
U104201,2025-11-13,Starter,19
U104201,2025-12-13,Starter,19
U100970,2025-02-18,Growth,59
U100970,2025-03-20,Growth,59
U100970,2025-04-19,Growth,59
U100970,2025-05-19,Growth,59
U100970,2025-06-18,Growth,59
U100970,2025-07-18,Growth,59
U100970,2025-08-17,Growth,59
U100970,2025-09-16,Growth,59
U100970,2025-10-16,Growth,59
U100970,2025-11-15,Growth,59
U100970,2025-12-15,Growth,59
U106252,2025-02-17,Starter,19
U106252,2025-03-19,Starter,19
U106252,2025-04-18,Starter,19
U106252,2025-05-18,Starter,19
U106252,2025-06-17,Starter,19
U106252,2025-07-17,Starter,19
U106252,2025-08-16,Starter,19
U106252,2025-09-15,Starter,19
U106252,2025-10-15,Starter,19
U106252,2025-11-14,Starter,19
U106252,2025-12-14,Starter,19
U100536,2025-02-19,Starter,19
U100536,2025-03-21,Starter,19
U100536,2025-04-20,Starter,19
U100536,2025-05-20,Starter,19
U100536,2025-06-19,Starter,19
U100536,2025-07-19,Starter,19
U100536,2025-08-18,Starter,19
U100536,2025-09-17,Starter,19
U100536,2025-10-17,Starter,19
U100536,2025-11-16,Starter,19
U100536,2025-12-16,Starter,19
U108081,2025-02-14,Starter,19
U108081,2025-03-16,Starter,19
U108081,2025-04-15,Starter,19
U108081,2025-05-15,Starter,19
U108081,2025-06-14,Starter,19
U108081,2025-07-14,Starter,19
U108081,2025-08-13,Starter,19
U108081,2025-09-12,Starter,19
U108081,2025-10-12,Starter,19
U108081,2025-11-11,Starter,19
U108081,2025-12-11,Starter,19
U107410,2025-02-14,Growth,59
U107410,2025-03-16,Growth,59
U107410,2025-04-15,Growth,59
U107410,2025-05-15,Growth,59
U107410,2025-06-14,Growth,59
U105154,2025-02-18,Growth,59
U105154,2025-03-20,Growth,59
U105154,2025-04-19,Growth,59
U105154,2025-05-19,Growth,59
U105154,2025-06-18,Growth,59
U105154,2025-07-18,Growth,59
U105154,2025-08-17,Growth,59
U105154,2025-09-16,Growth,59
U105154,2025-10-16,Growth,59
U105154,2025-11-15,Growth,59
U105154,2025-12-15,Growth,59
U101722,2025-02-21,Growth,59
U101722,2025-03-23,Growth,59
U101722,2025-04-22,Growth,59
U101722,2025-05-22,Growth,59
U101722,2025-06-21,Growth,59
U101722,2025-07-21,Growth,59
U101722,2025-08-20,Growth,59
U101722,2025-09-19,Growth,59
U101722,2025-10-19,Growth,59
U101722,2025-11-18,Growth,59
U101722,2025-12-18,Growth,59
U105882,2025-02-19,Starter,19
U105882,2025-03-21,Starter,19
U101811,2025-02-18,Starter,19
U101811,2025-03-20,Starter,19
U101811,2025-04-19,Starter,19
U101811,2025-05-19,Starter,19
U101811,2025-06-18,Starter,19
U101811,2025-07-18,Starter,19
U101811,2025-08-17,Starter,19
U101811,2025-09-16,Starter,19
U101811,2025-10-16,Starter,19
U101811,2025-11-15,Starter,19
U101811,2025-12-15,Starter,19
U104951,2025-02-20,Starter,19
U104951,2025-03-22,Starter,19
U104951,2025-04-21,Starter,19
U104951,2025-05-21,Starter,19
U104951,2025-06-20,Starter,19
U104951,2025-07-20,Starter,19
U104951,2025-08-19,Starter,19
U104951,2025-09-18,Starter,19
U104951,2025-10-18,Starter,19
U104951,2025-11-17,Starter,19
U104951,2025-12-17,Starter,19
U105646,2025-02-19,Growth,59
U105646,2025-03-21,Growth,59
U105646,2025-04-20,Growth,59
U101555,2025-02-20,Growth,59
U101555,2025-03-22,Growth,59
U101555,2025-04-21,Growth,59
U101555,2025-05-21,Growth,59
U102100,2025-02-21,Growth,59
U102100,2025-03-23,Growth,59
U102100,2025-04-22,Growth,59
U102406,2025-02-25,Starter,19
U102406,2025-03-27,Starter,19
U105333,2025-02-23,Growth,59
U105333,2025-03-25,Growth,59
U105333,2025-04-24,Growth,59
U105333,2025-05-24,Growth,59
U105333,2025-06-23,Growth,59
U105333,2025-07-23,Growth,59
U105333,2025-08-22,Growth,59
U105333,2025-09-21,Growth,59
U105333,2025-10-21,Growth,59
U105333,2025-11-20,Growth,59
U105333,2025-12-20,Growth,59
U101785,2025-03-01,Growth,59
U101785,2025-03-31,Growth,59
U101785,2025-04-30,Growth,59
U101785,2025-05-30,Growth,59
U101785,2025-06-29,Growth,59
U101785,2025-07-29,Growth,59
U101785,2025-08-28,Growth,59
U101785,2025-09-27,Growth,59
U101785,2025-10-27,Growth,59
U101785,2025-11-26,Growth,59
U101785,2025-12-26,Growth,59
U100909,2025-02-25,Growth,59
U100909,2025-03-27,Growth,59
U100909,2025-04-26,Growth,59
U102374,2025-02-26,Starter,19
U102374,2025-03-28,Starter,19
U102374,2025-04-27,Starter,19
U102374,2025-05-27,Starter,19
U102374,2025-06-26,Starter,19
U102374,2025-07-26,Starter,19
U101173,2025-03-04,Starter,19
U101173,2025-04-03,Starter,19
U101173,2025-05-03,Starter,19
U101173,2025-06-02,Starter,19
U101173,2025-07-02,Starter,19
U101173,2025-08-01,Starter,19
U101063,2025-02-27,Growth,59
U101063,2025-03-29,Growth,59
U101063,2025-04-28,Growth,59
U101063,2025-05-28,Growth,59
U101063,2025-06-27,Growth,59
U101063,2025-07-27,Growth,59
U101063,2025-08-26,Growth,59
U101063,2025-09-25,Growth,59
U101063,2025-10-25,Growth,59
U107873,2025-03-04,Starter,19
U107873,2025-04-03,Starter,19
U107873,2025-05-03,Starter,19
U107873,2025-06-02,Starter,19
U107873,2025-07-02,Starter,19
U107873,2025-08-01,Starter,19
U103757,2025-03-02,Growth,59
U103757,2025-04-01,Growth,59
U103757,2025-05-01,Growth,59
U103757,2025-05-31,Growth,59
U103757,2025-06-30,Growth,59
U103757,2025-07-30,Growth,59
U103757,2025-08-29,Growth,59
U103757,2025-09-28,Growth,59
U103757,2025-10-28,Growth,59
U103757,2025-11-27,Growth,59
U103757,2025-12-27,Growth,59
U104048,2025-02-28,Starter,19
U104048,2025-03-30,Starter,19
U104048,2025-04-29,Starter,19
U104048,2025-05-29,Starter,19
U106464,2025-02-26,Starter,19
U106464,2025-03-28,Starter,19
U106464,2025-04-27,Starter,19
U106464,2025-05-27,Starter,19
U106464,2025-06-26,Starter,19
U106464,2025-07-26,Starter,19
U106464,2025-08-25,Starter,19
U106464,2025-09-24,Starter,19
U106464,2025-10-24,Starter,19
U106464,2025-11-23,Starter,19
U106464,2025-12-23,Starter,19
U106620,2025-02-27,Growth,59
U106620,2025-03-29,Growth,59
U106620,2025-04-28,Growth,59
U106620,2025-05-28,Growth,59
U106620,2025-06-27,Growth,59
U106620,2025-07-27,Growth,59
U106620,2025-08-26,Growth,59
U106620,2025-09-25,Growth,59
U106620,2025-10-25,Growth,59
U106620,2025-11-24,Growth,59
U106620,2025-12-24,Growth,59
U106282,2025-02-28,Growth,59
U106282,2025-03-30,Growth,59
U106282,2025-04-29,Growth,59
U106282,2025-05-29,Growth,59
U106282,2025-06-28,Growth,59
U106282,2025-07-28,Growth,59
U106282,2025-08-27,Growth,59
U106282,2025-09-26,Growth,59
U106282,2025-10-26,Growth,59
U106282,2025-11-25,Growth,59
U106282,2025-12-25,Growth,59
U101877,2025-03-01,Growth,59
U101877,2025-03-31,Growth,59
U101877,2025-04-30,Growth,59
U101877,2025-05-30,Growth,59
U101877,2025-06-29,Growth,59
U101877,2025-07-29,Growth,59
U101877,2025-08-28,Growth,59
U101877,2025-09-27,Growth,59
U101877,2025-10-27,Growth,59
U101877,2025-11-26,Growth,59
U101877,2025-12-26,Growth,59
U102838,2025-02-27,Starter,19
U102838,2025-03-29,Starter,19
U102838,2025-04-28,Starter,19
U102838,2025-05-28,Starter,19
U102838,2025-06-27,Starter,19
U102838,2025-07-27,Starter,19
U102838,2025-08-26,Starter,19
U102838,2025-09-25,Starter,19
U102838,2025-10-25,Starter,19
U102838,2025-11-24,Starter,19
U102838,2025-12-24,Starter,19
U102735,2025-02-28,Growth,59
U102735,2025-03-30,Growth,59
U102735,2025-04-29,Growth,59
U102735,2025-05-29,Growth,59
U102735,2025-06-28,Growth,59
U102735,2025-07-28,Growth,59
U102735,2025-08-27,Growth,59
U102735,2025-09-26,Growth,59
U102735,2025-10-26,Growth,59
U102735,2025-11-25,Growth,59
U102735,2025-12-25,Growth,59
U103015,2025-03-02,Starter,19
U103015,2025-04-01,Starter,19
U103015,2025-05-01,Starter,19
U103015,2025-05-31,Starter,19
U103015,2025-06-30,Starter,19
U103015,2025-07-30,Starter,19
U103015,2025-08-29,Starter,19
U103015,2025-09-28,Starter,19
U103015,2025-10-28,Starter,19
U103015,2025-11-27,Starter,19
U103015,2025-12-27,Starter,19
U107329,2025-03-03,Growth,59
U107329,2025-04-02,Growth,59
U107329,2025-05-02,Growth,59
U107329,2025-06-01,Growth,59
U107329,2025-07-01,Growth,59
U102073,2025-03-09,Growth,59
U102073,2025-04-08,Growth,59
U102073,2025-05-08,Growth,59
U102073,2025-06-07,Growth,59
U102073,2025-07-07,Growth,59
U102073,2025-08-06,Growth,59
U102073,2025-09-05,Growth,59
U102073,2025-10-05,Growth,59
U102073,2025-11-04,Growth,59
U102073,2025-12-04,Growth,59
U102817,2025-03-10,Growth,59
U105525,2025-03-07,Starter,19
U105525,2025-04-06,Starter,19
U105525,2025-05-06,Starter,19
U105525,2025-06-05,Starter,19
U105525,2025-07-05,Starter,19
U105525,2025-08-04,Starter,19
U105525,2025-09-03,Starter,19
U105525,2025-10-03,Starter,19
U105525,2025-11-02,Starter,19
U105525,2025-12-02,Starter,19
U107749,2025-03-10,Scale,149
U107749,2025-04-09,Scale,149
U107749,2025-05-09,Scale,149
U107749,2025-06-08,Scale,149
U107749,2025-07-08,Scale,149
U107749,2025-08-07,Scale,149
U107749,2025-09-06,Scale,149
U107749,2025-10-06,Scale,149
U107749,2025-11-05,Scale,149
U107749,2025-12-05,Scale,149
U101858,2025-03-06,Growth,59
U101858,2025-04-05,Growth,59
U101858,2025-05-05,Growth,59
U101858,2025-06-04,Growth,59
U101858,2025-07-04,Growth,59
U101858,2025-08-03,Growth,59
U102344,2025-03-09,Scale,149
U102344,2025-04-08,Scale,149
U102344,2025-05-08,Scale,149
U102344,2025-06-07,Scale,149
U102344,2025-07-07,Scale,149
U102344,2025-08-06,Scale,149
U102344,2025-09-05,Scale,149
U102344,2025-10-05,Scale,149
U102344,2025-11-04,Scale,149
U102344,2025-12-04,Scale,149
U103315,2025-03-06,Starter,19
U103590,2025-03-07,Growth,59
U103590,2025-04-06,Growth,59
U103590,2025-05-06,Growth,59
U103590,2025-06-05,Growth,59
U103590,2025-07-05,Growth,59
U103590,2025-08-04,Growth,59
U103590,2025-09-03,Growth,59
U103590,2025-10-03,Growth,59
U103590,2025-11-02,Growth,59
U103590,2025-12-02,Growth,59
U103339,2025-03-04,Starter,19
U103339,2025-04-03,Starter,19
U103339,2025-05-03,Starter,19
U103339,2025-06-02,Starter,19
U103339,2025-07-02,Starter,19
U103339,2025-08-01,Starter,19
U103339,2025-08-31,Starter,19
U105872,2025-03-11,Starter,19
U105872,2025-04-10,Starter,19
U100077,2025-03-12,Starter,19
U100077,2025-04-11,Starter,19
U100077,2025-05-11,Starter,19
U100077,2025-06-10,Starter,19
U100077,2025-07-10,Starter,19
U100077,2025-08-09,Starter,19
U102408,2025-03-12,Starter,19
U102408,2025-04-11,Starter,19
U102408,2025-05-11,Starter,19
U102408,2025-06-10,Starter,19
U102408,2025-07-10,Starter,19
U102408,2025-08-09,Starter,19
U102408,2025-09-08,Starter,19
U102408,2025-10-08,Starter,19
U102408,2025-11-07,Starter,19
U102408,2025-12-07,Starter,19
U101871,2025-03-09,Starter,19
U101871,2025-04-08,Starter,19
U101871,2025-05-08,Starter,19
U101871,2025-06-07,Starter,19
U101871,2025-07-07,Starter,19
U101871,2025-08-06,Starter,19
U101871,2025-09-05,Starter,19
U101871,2025-10-05,Starter,19
U101871,2025-11-04,Starter,19
U101871,2025-12-04,Starter,19
U101026,2025-03-08,Growth,59
U101026,2025-04-07,Growth,59
U101026,2025-05-07,Growth,59
U101026,2025-06-06,Growth,59
U101026,2025-07-06,Growth,59
U101026,2025-08-05,Growth,59
U101026,2025-09-04,Growth,59
U101026,2025-10-04,Growth,59
U101026,2025-11-03,Growth,59
U101026,2025-12-03,Growth,59
U100068,2025-03-14,Growth,59
U100068,2025-04-13,Growth,59
U100068,2025-05-13,Growth,59
U100068,2025-06-12,Growth,59
U100068,2025-07-12,Growth,59
U100068,2025-08-11,Growth,59
U100068,2025-09-10,Growth,59
U100068,2025-10-10,Growth,59
U100068,2025-11-09,Growth,59
U101671,2025-03-09,Growth,59
U101671,2025-04-08,Growth,59
U101671,2025-05-08,Growth,59
U101671,2025-06-07,Growth,59
U101671,2025-07-07,Growth,59
U101671,2025-08-06,Growth,59
U101671,2025-09-05,Growth,59
U101671,2025-10-05,Growth,59
U102294,2025-03-16,Growth,59
U102294,2025-04-15,Growth,59
U102294,2025-05-15,Growth,59
U102294,2025-06-14,Growth,59
U102294,2025-07-14,Growth,59
U102294,2025-08-13,Growth,59
U102294,2025-09-12,Growth,59
U102294,2025-10-12,Growth,59
U102294,2025-11-11,Growth,59
U102294,2025-12-11,Growth,59
U100263,2025-03-16,Starter,19
U107315,2025-03-11,Scale,149
U107315,2025-04-10,Scale,149
U107315,2025-05-10,Scale,149
U107315,2025-06-09,Scale,149
U101217,2025-03-13,Starter,19
U101217,2025-04-12,Starter,19
U106650,2025-03-09,Starter,19
U106650,2025-04-08,Starter,19
U106650,2025-05-08,Starter,19
U106650,2025-06-07,Starter,19
U106650,2025-07-07,Starter,19
U106650,2025-08-06,Starter,19
U106650,2025-09-05,Starter,19
U106650,2025-10-05,Starter,19
U106650,2025-11-04,Starter,19
U106650,2025-12-04,Starter,19
U105881,2025-03-15,Scale,149
U105881,2025-04-14,Scale,149
U105881,2025-05-14,Scale,149
U105881,2025-06-13,Scale,149
U105881,2025-07-13,Scale,149
U105881,2025-08-12,Scale,149
U105881,2025-09-11,Scale,149
U105881,2025-10-11,Scale,149
U105881,2025-11-10,Scale,149
U105881,2025-12-10,Scale,149
U100878,2025-03-16,Starter,19
U100878,2025-04-15,Starter,19
U100878,2025-05-15,Starter,19
U100878,2025-06-14,Starter,19
U100878,2025-07-14,Starter,19
U100878,2025-08-13,Starter,19
U100878,2025-09-12,Starter,19
U100878,2025-10-12,Starter,19
U100878,2025-11-11,Starter,19
U100878,2025-12-11,Starter,19
U102764,2025-03-12,Growth,59
U102764,2025-04-11,Growth,59
U102764,2025-05-11,Growth,59
U102764,2025-06-10,Growth,59
U102764,2025-07-10,Growth,59
U102764,2025-08-09,Growth,59
U102764,2025-09-08,Growth,59
U102764,2025-10-08,Growth,59
U102764,2025-11-07,Growth,59
U102764,2025-12-07,Growth,59
U106393,2025-03-15,Growth,59
U106393,2025-04-14,Growth,59
U106393,2025-05-14,Growth,59
U106393,2025-06-13,Growth,59
U106393,2025-07-13,Growth,59
U106393,2025-08-12,Growth,59
U106393,2025-09-11,Growth,59
U106393,2025-10-11,Growth,59
U101464,2025-03-13,Starter,19
U101464,2025-04-12,Starter,19
U101464,2025-05-12,Starter,19
U101464,2025-06-11,Starter,19
U101464,2025-07-11,Starter,19
U101464,2025-08-10,Starter,19
U101464,2025-09-09,Starter,19
U101464,2025-10-09,Starter,19
U101464,2025-11-08,Starter,19
U101464,2025-12-08,Starter,19
U102238,2025-03-19,Starter,19
U102238,2025-04-18,Starter,19
U102238,2025-05-18,Starter,19
U102238,2025-06-17,Starter,19
U102238,2025-07-17,Starter,19
U103994,2025-03-18,Growth,59
U103994,2025-04-17,Growth,59
U103994,2025-05-17,Growth,59
U103994,2025-06-16,Growth,59
U103994,2025-07-16,Growth,59
U103994,2025-08-15,Growth,59
U107090,2025-03-19,Starter,19
U107090,2025-04-18,Starter,19
U107090,2025-05-18,Starter,19
U107090,2025-06-17,Starter,19
U107090,2025-07-17,Starter,19
U107090,2025-08-16,Starter,19
U107090,2025-09-15,Starter,19
U107090,2025-10-15,Starter,19
U107090,2025-11-14,Starter,19
U107090,2025-12-14,Starter,19
U105170,2025-03-15,Growth,59
U105170,2025-04-14,Growth,59
U105170,2025-05-14,Growth,59
U105170,2025-06-13,Growth,59
U105170,2025-07-13,Growth,59
U105170,2025-08-12,Growth,59
U105170,2025-09-11,Growth,59
U105170,2025-10-11,Growth,59
U105170,2025-11-10,Growth,59
U105170,2025-12-10,Growth,59
U103437,2025-03-19,Growth,59
U103437,2025-04-18,Growth,59
U103437,2025-05-18,Growth,59
U103437,2025-06-17,Growth,59
U103437,2025-07-17,Growth,59
U103437,2025-08-16,Growth,59
U103437,2025-09-15,Growth,59
U103437,2025-10-15,Growth,59
U103437,2025-11-14,Growth,59
U103437,2025-12-14,Growth,59
U101761,2025-03-21,Starter,19
U101761,2025-04-20,Starter,19
U101761,2025-05-20,Starter,19
U101761,2025-06-19,Starter,19
U101761,2025-07-19,Starter,19
U101761,2025-08-18,Starter,19
U101761,2025-09-17,Starter,19
U107098,2025-03-22,Starter,19
U102587,2025-03-20,Starter,19
U102587,2025-04-19,Starter,19
U102587,2025-05-19,Starter,19
U102587,2025-06-18,Starter,19
U102587,2025-07-18,Starter,19
U102587,2025-08-17,Starter,19
U102587,2025-09-16,Starter,19
U102587,2025-10-16,Starter,19
U102587,2025-11-15,Starter,19
U102587,2025-12-15,Starter,19
U102484,2025-03-16,Scale,149
U102484,2025-04-15,Scale,149
U102484,2025-05-15,Scale,149
U102484,2025-06-14,Scale,149
U102484,2025-07-14,Scale,149
U102484,2025-08-13,Scale,149
U102484,2025-09-12,Scale,149
U102484,2025-10-12,Scale,149
U102484,2025-11-11,Scale,149
U102484,2025-12-11,Scale,149
U107101,2025-03-23,Starter,19
U107101,2025-04-22,Starter,19
U107101,2025-05-22,Starter,19
U107101,2025-06-21,Starter,19
U107101,2025-07-21,Starter,19
U107101,2025-08-20,Starter,19
U107101,2025-09-19,Starter,19
U107101,2025-10-19,Starter,19
U106844,2025-03-19,Starter,19
U106844,2025-04-18,Starter,19
U106844,2025-05-18,Starter,19
U106844,2025-06-17,Starter,19
U106844,2025-07-17,Starter,19
U106525,2025-03-16,Growth,59
U106525,2025-04-15,Growth,59
U106525,2025-05-15,Growth,59
U106525,2025-06-14,Growth,59
U106525,2025-07-14,Growth,59
U106525,2025-08-13,Growth,59
U106525,2025-09-12,Growth,59
U106525,2025-10-12,Growth,59
U106525,2025-11-11,Growth,59
U106525,2025-12-11,Growth,59
U100656,2025-03-20,Growth,59
U100656,2025-04-19,Growth,59
U100656,2025-05-19,Growth,59
U100656,2025-06-18,Growth,59
U105313,2025-03-20,Growth,59
U105313,2025-04-19,Growth,59
U105313,2025-05-19,Growth,59
U105313,2025-06-18,Growth,59
U105313,2025-07-18,Growth,59
U105313,2025-08-17,Growth,59
U105313,2025-09-16,Growth,59
U103687,2025-03-21,Growth,59
U103687,2025-04-20,Growth,59
U103687,2025-05-20,Growth,59
U103687,2025-06-19,Growth,59
U103687,2025-07-19,Growth,59
U103687,2025-08-18,Growth,59
U103687,2025-09-17,Growth,59
U103687,2025-10-17,Growth,59
U103687,2025-11-16,Growth,59
U103687,2025-12-16,Growth,59
U104304,2025-03-25,Scale,149
U104304,2025-04-24,Scale,149
U104304,2025-05-24,Scale,149
U104304,2025-06-23,Scale,149
U104304,2025-07-23,Scale,149
U104304,2025-08-22,Scale,149
U104304,2025-09-21,Scale,149
U104304,2025-10-21,Scale,149
U104304,2025-11-20,Scale,149
U104304,2025-12-20,Scale,149
U102798,2025-03-25,Growth,59
U102798,2025-04-24,Growth,59
U102798,2025-05-24,Growth,59
U102798,2025-06-23,Growth,59
U100022,2025-03-22,Starter,19
U100022,2025-04-21,Starter,19
