user_id,stage,event_date
U107294,Sign Up,2025-02-01
U105488,Visit Landing Page,2025-02-01
U105488,Sign Up,2025-02-02
U102049,Visit Landing Page,2025-02-01
U102049,Sign Up,2025-02-01
U102049,Verify Email,2025-02-02
U101165,Visit Landing Page,2025-01-31
U101165,Sign Up,2025-02-01
U101165,Verify Email,2025-02-01
U105404,Visit Landing Page,2025-01-31
U105404,Sign Up,2025-01-31
U105404,Verify Email,2025-02-01
U105404,Complete Onboarding,2025-02-04
U105371,Visit Landing Page,2025-02-01
U105371,Sign Up,2025-01-31
U105371,Verify Email,2025-01-31
U105519,Visit Landing Page,2025-01-31
U105519,Sign Up,2025-02-01
U107972,Visit Landing Page,2025-02-02
U107972,Sign Up,2025-02-03
U107972,Verify Email,2025-02-03
U106027,Visit Landing Page,2025-02-02
U106027,Sign Up,2025-02-02
U106027,Verify Email,2025-02-03
U106027,Complete Onboarding,2025-02-01
U102383,Visit Landing Page,2025-02-01
U102383,Sign Up,2025-02-02
U102383,Verify Email,2025-02-01
U102383,Complete Onboarding,2025-02-02
U102383,Create First Workflow,2025-02-01
U101990,Visit Landing Page,2025-02-02
U101990,Sign Up,2025-02-03
U101990,Verify Email,2025-02-02
U104414,Visit Landing Page,2025-02-02
U104414,Sign Up,2025-02-01
U107894,Visit Landing Page,2025-02-02
U107894,Sign Up,2025-02-01
U107894,Verify Email,2025-02-03
U107894,Complete Onboarding,2025-02-05
U105042,Visit Landing Page,2025-02-01
U105042,Sign Up,2025-02-01
U105042,Verify Email,2025-02-01
U104457,Visit Landing Page,2025-02-01
U104457,Sign Up,2025-02-03
U104466,Visit Landing Page,2025-02-02
U104466,Sign Up,2025-02-03
U104466,Verify Email,2025-02-04
U104466,Complete Onboarding,2025-02-01
U100552,Visit Landing Page,2025-02-02
U100552,Sign Up,2025-02-02
U100552,Verify Email,2025-02-01
U103058,Visit Landing Page,2025-02-02
U103058,Sign Up,2025-02-01
U103058,Verify Email,2025-02-04
U102953,Visit Landing Page,2025-02-02
U102953,Sign Up,2025-02-02
U102953,Verify Email,2025-02-01
U102953,Complete Onboarding,2025-02-02
U100762,Visit Landing Page,2025-02-01
U100762,Sign Up,2025-02-02
U100762,Verify Email,2025-02-04
U106515,Visit Landing Page,2025-02-01
U106515,Sign Up,2025-02-03
U106515,Verify Email,2025-02-01
U106515,Complete Onboarding,2025-02-02
U106339,Visit Landing Page,2025-02-02
U106339,Sign Up,2025-02-03
U106339,Verify Email,2025-02-04
U106339,Complete Onboarding,2025-02-05
U106339,Create First Workflow,2025-02-02
U102376,Visit Landing Page,2025-02-01
U102376,Sign Up,2025-02-03
U105560,Visit Landing Page,2025-02-01
U105560,Sign Up,2025-02-02
U105943,Visit Landing Page,2025-02-02
U105943,Sign Up,2025-02-03
U105419,Visit Landing Page,2025-02-01
U105419,Sign Up,2025-02-01
U105419,Verify Email,2025-02-04
U105419,Complete Onboarding,2025-02-01
U105419,Create First Workflow,2025-02-06
U102174,Visit Landing Page,2025-02-02
U102174,Sign Up,2025-02-02
U102174,Verify Email,2025-02-04
U105571,Visit Landing Page,2025-02-01
U105571,Sign Up,2025-02-02
U105571,Verify Email,2025-02-03
U105571,Complete Onboarding,2025-02-04
U105571,Create First Workflow,2025-02-02
U105571,Invite Teammate,2025-02-01
U100376,Visit Landing Page,2025-02-01
U100376,Sign Up,2025-02-03
U104720,Visit Landing Page,2025-02-01
U104720,Sign Up,2025-02-02
U104720,Verify Email,2025-02-03
U104720,Complete Onboarding,2025-02-01
U104720,Create First Workflow,2025-02-06
U104720,Invite Teammate,2025-02-05
U104720,Start Trial,2025-02-06
U106198,Visit Landing Page,2025-02-01
U106198,Sign Up,2025-02-02
U106198,Verify Email,2025-02-04
U104252,Visit Landing Page,2025-02-01
U104252,Sign Up,2025-02-01
U104252,Verify Email,2025-02-01
U104252,Complete Onboarding,2025-02-01
U104252,Create First Workflow,2025-02-03
U104252,Invite Teammate,2025-02-04
U102903,Visit Landing Page,2025-02-02
U102903,Sign Up,2025-02-01
U102903,Verify Email,2025-02-02
U102903,Complete Onboarding,2025-02-05
U105078,Visit Landing Page,2025-02-02
U105078,Sign Up,2025-02-01
U105078,Verify Email,2025-02-03
U105078,Complete Onboarding,2025-02-03
U100849,Visit Landing Page,2025-02-02
U100849,Sign Up,2025-02-01
U100849,Verify Email,2025-02-03
U104881,Visit Landing Page,2025-02-01
U104881,Sign Up,2025-02-03
U104881,Verify Email,2025-02-03
U102526,Visit Landing Page,2025-02-02
U102526,Sign Up,2025-02-03
U102526,Verify Email,2025-02-03
U102526,Complete Onboarding,2025-02-03
U107730,Visit Landing Page,2025-02-02
U107730,Sign Up,2025-02-02
U102360,Visit Landing Page,2025-02-01
U102360,Sign Up,2025-02-03
U102360,Verify Email,2025-02-04
U102360,Complete Onboarding,2025-02-02
U102360,Create First Workflow,2025-02-04
U102360,Invite Teammate,2025-02-04
U101529,Visit Landing Page,2025-02-02
U101529,Sign Up,2025-02-03
U101529,Verify Email,2025-02-04
U101915,Visit Landing Page,2025-02-01
U101915,Sign Up,2025-02-02
U101915,Verify Email,2025-02-01
U106512,Visit Landing Page,2025-02-02
U106512,Sign Up,2025-02-01
U106512,Verify Email,2025-02-01
U102912,Visit Landing Page,2025-02-02
U102912,Sign Up,2025-02-01
U100469,Visit Landing Page,2025-02-01
U100469,Sign Up,2025-02-02
U100469,Verify Email,2025-02-04
U100469,Complete Onboarding,2025-02-05
U100469,Create First Workflow,2025-02-03
U100469,Invite Teammate,2025-02-02
U106314,Visit Landing Page,2025-02-03
U106314,Sign Up,2025-02-02
U106314,Verify Email,2025-02-05
U106314,Complete Onboarding,2025-02-03
U105568,Visit Landing Page,2025-02-02
U105568,Sign Up,2025-02-02
U100985,Visit Landing Page,2025-02-02
U100985,Sign Up,2025-02-03
U100985,Verify Email,2025-02-03
U100985,Complete Onboarding,2025-02-02
U100985,Create First Workflow,2025-02-06
U101443,Visit Landing Page,2025-02-03
U101443,Sign Up,2025-02-02
U106895,Visit Landing Page,2025-02-03
U106895,Sign Up,2025-02-02
U106895,Verify Email,2025-02-04
U105263,Visit Landing Page,2025-02-02
U105263,Sign Up,2025-02-02
U105263,Verify Email,2025-02-05
U105263,Complete Onboarding,2025-02-04
U105440,Visit Landing Page,2025-02-02
U105440,Sign Up,2025-02-04
U105440,Verify Email,2025-02-05
U100091,Visit Landing Page,2025-02-02
U100091,Sign Up,2025-02-04
U106711,Visit Landing Page,2025-02-03
U106711,Sign Up,2025-02-02
U106711,Verify Email,2025-02-02
U108066,Visit Landing Page,2025-02-03
U108066,Sign Up,2025-02-03
U108066,Verify Email,2025-02-05
U108066,Complete Onboarding,2025-02-05
U108066,Create First Workflow,2025-02-07
U108066,Invite Teammate,2025-02-04
U101004,Visit Landing Page,2025-02-02
U101004,Sign Up,2025-02-02
U101004,Verify Email,2025-02-03
U104936,Visit Landing Page,2025-02-02
U104936,Sign Up,2025-02-04
U104936,Verify Email,2025-02-05
U104936,Complete Onboarding,2025-02-02
U104936,Create First Workflow,2025-02-06
U102916,Visit Landing Page,2025-02-02
U102916,Sign Up,2025-02-03
U102916,Verify Email,2025-02-02
U100268,Visit Landing Page,2025-02-03
U100268,Sign Up,2025-02-04
U101396,Visit Landing Page,2025-02-03
U101396,Sign Up,2025-02-04
U102683,Visit Landing Page,2025-02-02
U102683,Sign Up,2025-02-02
U102683,Verify Email,2025-02-02
U106216,Visit Landing Page,2025-02-02
U106216,Sign Up,2025-02-03
U106216,Verify Email,2025-02-04
U106216,Complete Onboarding,2025-02-02
U106216,Create First Workflow,2025-02-04
U100442,Visit Landing Page,2025-02-03
U100442,Sign Up,2025-02-04
U100442,Verify Email,2025-02-02
U100442,Complete Onboarding,2025-02-02
U102951,Visit Landing Page,2025-02-02
U102951,Sign Up,2025-02-04
U102951,Verify Email,2025-02-05
U101519,Visit Landing Page,2025-02-03
U101519,Sign Up,2025-02-02
U101519,Verify Email,2025-02-02
U101519,Complete Onboarding,2025-02-05
U101519,Create First Workflow,2025-02-03
U106398,Visit Landing Page,2025-02-03
U106398,Sign Up,2025-02-02
U106398,Verify Email,2025-02-02
U104660,Visit Landing Page,2025-02-02
U104660,Sign Up,2025-02-04
U104660,Verify Email,2025-02-03
U106004,Visit Landing Page,2025-02-03
U106004,Sign Up,2025-02-04
U108247,Visit Landing Page,2025-02-03
U108247,Sign Up,2025-02-03
U104079,Visit Landing Page,2025-02-03
U104079,Sign Up,2025-02-03
U104079,Verify Email,2025-02-03
U104079,Complete Onboarding,2025-02-02
U104079,Create First Workflow,2025-02-05
U104079,Invite Teammate,2025-02-02
U104079,Start Trial,2025-02-04
U104079,Subscribe,2025-02-02
U101843,Visit Landing Page,2025-02-02
U101843,Sign Up,2025-02-03
U101843,Verify Email,2025-02-02
U101843,Complete Onboarding,2025-02-03
U103539,Visit Landing Page,2025-02-03
U103539,Sign Up,2025-02-04
U103539,Verify Email,2025-02-02
U103539,Complete Onboarding,2025-02-03
U104126,Visit Landing Page,2025-02-02
U104126,Sign Up,2025-02-03
U104388,Visit Landing Page,2025-02-02
U104388,Sign Up,2025-02-04
U104388,Verify Email,2025-02-05
U104388,Complete Onboarding,2025-02-05
U104388,Create First Workflow,2025-02-06
U104388,Invite Teammate,2025-02-07
U104388,Start Trial,2025-02-05
U104388,Subscribe,2025-02-09
U100029,Visit Landing Page,2025-02-02
U100029,Sign Up,2025-02-03
U100029,Verify Email,2025-02-04
U101904,Visit Landing Page,2025-02-02
U101904,Sign Up,2025-02-04
U101904,Verify Email,2025-02-02
U101904,Complete Onboarding,2025-02-04
U101904,Create First Workflow,2025-02-03
U101904,Invite Teammate,2025-02-02
U101904,Start Trial,2025-02-08
U101904,Subscribe,2025-02-08
U100195,Visit Landing Page,2025-02-02
U100195,Sign Up,2025-02-04
U100195,Verify Email,2025-02-05
U104840,Visit Landing Page,2025-02-03
U104840,Sign Up,2025-02-02
U104840,Verify Email,2025-02-04
U104286,Visit Landing Page,2025-02-03
U104286,Sign Up,2025-02-02
U104286,Verify Email,2025-02-04
U104286,Complete Onboarding,2025-02-04
U103425,Visit Landing Page,2025-02-03
U103425,Sign Up,2025-02-04
U103425,Verify Email,2025-02-03
U105874,Visit Landing Page,2025-02-03
U105874,Sign Up,2025-02-02
U105874,Verify Email,2025-02-04
U105874,Complete Onboarding,2025-02-02
U101154,Visit Landing Page,2025-02-02
U101154,Sign Up,2025-02-02
U101154,Verify Email,2025-02-03
U101154,Complete Onboarding,2025-02-05
U101154,Create First Workflow,2025-02-05
U103528,Visit Landing Page,2025-02-02
U103528,Sign Up,2025-02-03
U104224,Visit Landing Page,2025-02-03
U104224,Sign Up,2025-02-03
U106063,Visit Landing Page,2025-02-03
U106063,Sign Up,2025-02-02
U106063,Verify Email,2025-02-04
U106063,Complete Onboarding,2025-02-05
U106063,Create First Workflow,2025-02-07
U106063,Invite Teammate,2025-02-06
U106063,Start Trial,2025-02-09
U107444,Visit Landing Page,2025-02-03
U107444,Sign Up,2025-02-04
U103199,Visit Landing Page,2025-02-02
U103199,Sign Up,2025-02-02
U103199,Verify Email,2025-02-04
U103199,Complete Onboarding,2025-02-06
U103199,Create First Workflow,2025-02-04
U103794,Visit Landing Page,2025-02-03
U103794,Sign Up,2025-02-04
U103794,Verify Email,2025-02-05
U103794,Complete Onboarding,2025-02-03
U103794,Create First Workflow,2025-02-04
U103794,Invite Teammate,2025-02-06
U103794,Start Trial,2025-02-03
U100703,Visit Landing Page,2025-02-02
U100703,Sign Up,2025-02-04
U100703,Verify Email,2025-02-05
U100703,Complete Onboarding,2025-02-03
U100703,Create First Workflow,2025-02-02
U102209,Visit Landing Page,2025-02-02
U102209,Sign Up,2025-02-03
U102209,Verify Email,2025-02-05
U102209,Complete Onboarding,2025-02-05
U102209,Create First Workflow,2025-02-06
U102209,Invite Teammate,2025-02-02
U102209,Start Trial,2025-02-08
U102209,Subscribe,2025-02-08
U105735,Visit Landing Page,2025-02-02
U105735,Sign Up,2025-02-02
U105735,Verify Email,2025-02-05
U105962,Visit Landing Page,2025-02-02
U105962,Sign Up,2025-02-02
U105962,Verify Email,2025-02-03
U106017,Visit Landing Page,2025-02-02
U106017,Sign Up,2025-02-03
U100523,Visit Landing Page,2025-02-03
U100523,Sign Up,2025-02-03
U106446,Visit Landing Page,2025-02-02
U106446,Sign Up,2025-02-04
U106446,Verify Email,2025-02-03
U103706,Visit Landing Page,2025-02-03
U103706,Sign Up,2025-02-03
U103706,Verify Email,2025-02-02
U103706,Complete Onboarding,2025-02-02
U103706,Create First Workflow,2025-02-04
U101111,Visit Landing Page,2025-02-02
U101111,Sign Up,2025-02-04
U101111,Verify Email,2025-02-04
U101964,Visit Landing Page,2025-02-02
U101964,Sign Up,2025-02-02
U101964,Verify Email,2025-02-04
U101964,Complete Onboarding,2025-02-05
U101964,Create First Workflow,2025-02-03
U101964,Invite Teammate,2025-02-07
U101784,Visit Landing Page,2025-02-03
U101784,Sign Up,2025-02-02
U101784,Verify Email,2025-02-03
U101784,Complete Onboarding,2025-02-05
U101784,Create First Workflow,2025-02-03
U106142,Visit Landing Page,2025-02-02
U106142,Sign Up,2025-02-04
U106142,Verify Email,2025-02-03
U108453,Visit Landing Page,2025-02-03
U108453,Sign Up,2025-02-04
U107140,Visit Landing Page,2025-02-03
U107140,Sign Up,2025-02-03
U107140,Verify Email,2025-02-04
U107140,Complete Onboarding,2025-02-05
U107140,Create First Workflow,2025-02-06
U107140,Invite Teammate,2025-02-03
U107140,Start Trial,2025-02-04
U102009,Visit Landing Page,2025-02-02
U102009,Sign Up,2025-02-03
U102009,Verify Email,2025-02-02
U102009,Complete Onboarding,2025-02-02
U104008,Visit Landing Page,2025-02-02
U104008,Sign Up,2025-02-02
U104008,Verify Email,2025-02-02
U104008,Complete Onboarding,2025-02-04
U101434,Visit Landing Page,2025-02-03
U101434,Sign Up,2025-02-05
U107352,Visit Landing Page,2025-02-04
U107352,Sign Up,2025-02-04
U107352,Verify Email,2025-02-05
U107352,Complete Onboarding,2025-02-07
U107352,Create First Workflow,2025-02-07
U107352,Invite Teammate,2025-02-04
U107352,Start Trial,2025-02-04
U107701,Visit Landing Page,2025-02-04
U107701,Sign Up,2025-02-05
U106710,Visit Landing Page,2025-02-04
U106710,Sign Up,2025-02-05
U106710,Verify Email,2025-02-03
U103968,Visit Landing Page,2025-02-04
U103968,Sign Up,2025-02-04
U103968,Verify Email,2025-02-05
U103618,Visit Landing Page,2025-02-03
U103618,Sign Up,2025-02-05
U103618,Verify Email,2025-02-03
U103618,Complete Onboarding,2025-02-04
U103657,Visit Landing Page,2025-02-03
U103657,Sign Up,2025-02-05
U105334,Visit Landing Page,2025-02-03
U105334,Sign Up,2025-02-05
U105334,Verify Email,2025-02-04
U105979,Visit Landing Page,2025-02-03
U105979,Sign Up,2025-02-04
U105979,Verify Email,2025-02-03
U105979,Complete Onboarding,2025-02-07
U105979,Create First Workflow,2025-02-04
U105979,Invite Teammate,2025-02-03
U105979,Start Trial,2025-02-09
U107283,Visit Landing Page,2025-02-04
U107283,Sign Up,2025-02-04
U107283,Verify Email,2025-02-03
U102989,Visit Landing Page,2025-02-03
U102989,Sign Up,2025-02-05
U102989,Verify Email,2025-02-03
U102989,Complete Onboarding,2025-02-04
U106800,Visit Landing Page,2025-02-03
U106800,Sign Up,2025-02-04
U107965,Visit Landing Page,2025-02-04
U107965,Sign Up,2025-02-04
U107965,Verify Email,2025-02-06
U107965,Complete Onboarding,2025-02-07
U107965,Create First Workflow,2025-02-08
U107965,Invite Teammate,2025-02-08
U107965,Start Trial,2025-02-10
U107965,Subscribe,2025-02-09
U107583,Visit Landing Page,2025-02-03
U107583,Sign Up,2025-02-03
U107583,Verify Email,2025-02-05
U104671,Visit Landing Page,2025-02-03
U104671,Sign Up,2025-02-03
U106416,Visit Landing Page,2025-02-03
U106416,Sign Up,2025-02-05
U102957,Visit Landing Page,2025-02-04
U102957,Sign Up,2025-02-05
U102957,Verify Email,2025-02-04
U102957,Complete Onboarding,2025-02-03
U102957,Create First Workflow,2025-02-04
U102957,Invite Teammate,2025-02-06
U102957,Start Trial,2025-02-09
U102957,Subscribe,2025-02-06
U102442,Visit Landing Page,2025-02-04
U102442,Sign Up,2025-02-04
U102442,Verify Email,2025-02-03
U102442,Complete Onboarding,2025-02-07
U102442,Create First Workflow,2025-02-08
U102442,Invite Teammate,2025-02-09
U102442,Start Trial,2025-02-10
U102442,Subscribe,2025-02-09
U106555,Visit Landing Page,2025-02-04
U106555,Sign Up,2025-02-03
U106555,Verify Email,2025-02-03
U103117,Visit Landing Page,2025-02-03
U103117,Sign Up,2025-02-05
U104922,Visit Landing Page,2025-02-04
U104922,Sign Up,2025-02-04
U104922,Verify Email,2025-02-05
U104961,Visit Landing Page,2025-02-04
U104961,Sign Up,2025-02-05
U104961,Verify Email,2025-02-05
U104961,Complete Onboarding,2025-02-06
U104961,Create First Workflow,2025-02-03
U104962,Visit Landing Page,2025-02-04
U104962,Sign Up,2025-02-05
U104565,Visit Landing Page,2025-02-03
U104565,Sign Up,2025-02-03
U104565,Verify Email,2025-02-03
U104565,Complete Onboarding,2025-02-05
U104984,Visit Landing Page,2025-02-04
U104984,Sign Up,2025-02-03
U106311,Visit Landing Page,2025-02-04
U106311,Sign Up,2025-02-04
U106311,Verify Email,2025-02-03
U106311,Complete Onboarding,2025-02-03
U106311,Create First Workflow,2025-02-08
U106311,Invite Teammate,2025-02-06
U106311,Start Trial,2025-02-05
U103806,Visit Landing Page,2025-02-04
U103806,Sign Up,2025-02-04
U103806,Verify Email,2025-02-03
U103806,Complete Onboarding,2025-02-04
U103806,Create First Workflow,2025-02-06
U103806,Invite Teammate,2025-02-06
U103806,Start Trial,2025-02-04
U103806,Subscribe,2025-02-11
U105049,Visit Landing Page,2025-02-03
U105049,Sign Up,2025-02-04
U105049,Verify Email,2025-02-05
U105826,Visit Landing Page,2025-02-04
U105826,Sign Up,2025-02-03
U105826,Verify Email,2025-02-04
U105826,Complete Onboarding,2025-02-07
U105826,Create First Workflow,2025-02-06
U105826,Invite Teammate,2025-02-07
U105826,Start Trial,2025-02-09
U105062,Visit Landing Page,2025-02-03
U105062,Sign Up,2025-02-04
U105062,Verify Email,2025-02-04
U102923,Visit Landing Page,2025-02-04
U102923,Sign Up,2025-02-05
U102923,Verify Email,2025-02-03
U102923,Complete Onboarding,2025-02-07
U102923,Create First Workflow,2025-02-05
U104399,Visit Landing Page,2025-02-04
U104399,Sign Up,2025-02-03
U103343,Visit Landing Page,2025-02-03
U103343,Sign Up,2025-02-04
U107489,Visit Landing Page,2025-02-03
U107489,Sign Up,2025-02-04
U107489,Verify Email,2025-02-05
U107489,Complete Onboarding,2025-02-04
U107489,Create First Workflow,2025-02-08
U105888,Visit Landing Page,2025-02-03
U105888,Sign Up,2025-02-05
U106494,Visit Landing Page,2025-02-04
U106494,Sign Up,2025-02-04
U106494,Verify Email,2025-02-05
U106494,Complete Onboarding,2025-02-06
U106494,Create First Workflow,2025-02-06
U106401,Visit Landing Page,2025-02-03
U106401,Sign Up,2025-02-04
U106401,Verify Email,2025-02-06
U106401,Complete Onboarding,2025-02-04
U106604,Visit Landing Page,2025-02-03
U106604,Sign Up,2025-02-04
U108497,Visit Landing Page,2025-02-04
U108497,Sign Up,2025-02-05
U108497,Verify Email,2025-02-06
U108497,Complete Onboarding,2025-02-06
U108272,Visit Landing Page,2025-02-04
U108272,Sign Up,2025-02-05
U100089,Visit Landing Page,2025-02-04
U100089,Sign Up,2025-02-04
U100927,Visit Landing Page,2025-02-04
U100927,Sign Up,2025-02-05
U100927,Verify Email,2025-02-06
U100927,Complete Onboarding,2025-02-07
U100927,Create First Workflow,2025-02-04
U100927,Invite Teammate,2025-02-03
U100927,Start Trial,2025-02-10
U100927,Subscribe,2025-02-03
U101330,Visit Landing Page,2025-02-03
U101330,Sign Up,2025-02-05
U101330,Verify Email,2025-02-03
U101330,Complete Onboarding,2025-02-07
U101330,Create First Workflow,2025-02-03
U100375,Visit Landing Page,2025-02-03
U100375,Sign Up,2025-02-03
U100375,Verify Email,2025-02-05
U100375,Complete Onboarding,2025-02-07
U100375,Create First Workflow,2025-02-06
U108360,Visit Landing Page,2025-02-04
U108360,Sign Up,2025-02-04
U100954,Visit Landing Page,2025-02-03
U100954,Sign Up,2025-02-04
U104009,Visit Landing Page,2025-02-05
U104009,Sign Up,2025-02-06
U104009,Verify Email,2025-02-06
U104009,Complete Onboarding,2025-02-06
U108228,Visit Landing Page,2025-02-04
U108228,Sign Up,2025-02-05
U108228,Verify Email,2025-02-06
U104374,Visit Landing Page,2025-02-05
U104374,Sign Up,2025-02-05
U104374,Verify Email,2025-02-07
U104374,Complete Onboarding,2025-02-07
U104374,Create First Workflow,2025-02-06
U104374,Invite Teammate,2025-02-10
U104374,Start Trial,2025-02-10
U104374,Subscribe,2025-02-06
U106304,Visit Landing Page,2025-02-04
U106304,Sign Up,2025-02-05
U106304,Verify Email,2025-02-04
U106304,Complete Onboarding,2025-02-06
U107189,Visit Landing Page,2025-02-05
U107189,Sign Up,2025-02-05
U100538,Visit Landing Page,2025-02-04
U100538,Sign Up,2025-02-06
U100538,Verify Email,2025-02-07
U100538,Complete Onboarding,2025-02-07
U100538,Create First Workflow,2025-02-08
U100538,Invite Teammate,2025-02-08
U100538,Start Trial,2025-02-11
U102696,Visit Landing Page,2025-02-05
U102696,Sign Up,2025-02-05
U101360,Visit Landing Page,2025-02-05
U101360,Sign Up,2025-02-04
U101360,Verify Email,2025-02-07
U105677,Visit Landing Page,2025-02-04
U105677,Sign Up,2025-02-06
U105677,Verify Email,2025-02-04
U105677,Complete Onboarding,2025-02-06
U105677,Create First Workflow,2025-02-07
U105677,Invite Teammate,2025-02-05
U104410,Visit Landing Page,2025-02-04
U104410,Sign Up,2025-02-04
U104410,Verify Email,2025-02-07
U108341,Visit Landing Page,2025-02-04
U108341,Sign Up,2025-02-06
U100925,Visit Landing Page,2025-02-05
U100925,Sign Up,2025-02-04
U100925,Verify Email,2025-02-07
U100925,Complete Onboarding,2025-02-05
U100925,Create First Workflow,2025-02-07
U100925,Invite Teammate,2025-02-04
U100925,Start Trial,2025-02-06
U106836,Visit Landing Page,2025-02-05
U106836,Sign Up,2025-02-05
U106836,Verify Email,2025-02-07
U106836,Complete Onboarding,2025-02-04
U106836,Create First Workflow,2025-02-09
U106836,Invite Teammate,2025-02-04
U106836,Start Trial,2025-02-11
U106836,Subscribe,2025-02-11
U104573,Visit Landing Page,2025-02-05
U104573,Sign Up,2025-02-04
U104573,Verify Email,2025-02-05
U104573,Complete Onboarding,2025-02-04
U104573,Create First Workflow,2025-02-04
U104573,Invite Teammate,2025-02-09
U104467,Visit Landing Page,2025-02-04
U104467,Sign Up,2025-02-05
U104467,Verify Email,2025-02-07
U102771,Visit Landing Page,2025-02-05
U102771,Sign Up,2025-02-05
U102771,Verify Email,2025-02-07
U102771,Complete Onboarding,2025-02-04
U102771,Create First Workflow,2025-02-09
U100266,Visit Landing Page,2025-02-05
U100266,Sign Up,2025-02-05
U100266,Verify Email,2025-02-05
U100266,Complete Onboarding,2025-02-05
U100266,Create First Workflow,2025-02-04
U105875,Visit Landing Page,2025-02-04
U105875,Sign Up,2025-02-04
U105875,Verify Email,2025-02-04
U107428,Visit Landing Page,2025-02-05
U107428,Sign Up,2025-02-06
U107428,Verify Email,2025-02-06
U107428,Complete Onboarding,2025-02-08
U107160,Visit Landing Page,2025-02-04
U107160,Sign Up,2025-02-04
U107160,Verify Email,2025-02-05
U102810,Visit Landing Page,2025-02-04
U102810,Sign Up,2025-02-05
U102810,Verify Email,2025-02-07
U103534,Visit Landing Page,2025-02-05
U103534,Sign Up,2025-02-05
U103534,Verify Email,2025-02-05
U103534,Complete Onboarding,2025-02-04
U103534,Create First Workflow,2025-02-08
U103760,Visit Landing Page,2025-02-05
U103760,Sign Up,2025-02-06
U103760,Verify Email,2025-02-07
U103760,Complete Onboarding,2025-02-06
U100539,Visit Landing Page,2025-02-05
U100539,Sign Up,2025-02-04
U100539,Verify Email,2025-02-07
U104063,Visit Landing Page,2025-02-05
U104063,Sign Up,2025-02-04
U104063,Verify Email,2025-02-06
U104063,Complete Onboarding,2025-02-07
U102521,Visit Landing Page,2025-02-04
U102521,Sign Up,2025-02-05
U102521,Verify Email,2025-02-05
U103121,Visit Landing Page,2025-02-05
U103121,Sign Up,2025-02-06
U103121,Verify Email,2025-02-06
U103121,Complete Onboarding,2025-02-07
U103121,Create First Workflow,2025-02-05
U105408,Visit Landing Page,2025-02-04
U105408,Sign Up,2025-02-06
U105408,Verify Email,2025-02-04
U101298,Visit Landing Page,2025-02-04
U101298,Sign Up,2025-02-04
U101298,Verify Email,2025-02-05
U101661,Visit Landing Page,2025-02-04
U101661,Sign Up,2025-02-04
U101661,Verify Email,2025-02-07
U101661,Complete Onboarding,2025-02-05
U101661,Create First Workflow,2025-02-06
U101661,Invite Teammate,2025-02-10
U101661,Start Trial,2025-02-04
U101661,Subscribe,2025-02-05
U100968,Visit Landing Page,2025-02-04
U100968,Sign Up,2025-02-04
U100175,Visit Landing Page,2025-02-04
U100175,Sign Up,2025-02-06
U100175,Verify Email,2025-02-06
U100798,Visit Landing Page,2025-02-04
U100798,Sign Up,2025-02-04
U100798,Verify Email,2025-02-04
U100798,Complete Onboarding,2025-02-04
U100798,Create First Workflow,2025-02-05
U100798,Invite Teammate,2025-02-07
U100798,Start Trial,2025-02-05
U100798,Subscribe,2025-02-10
U105107,Visit Landing Page,2025-02-04
U105107,Sign Up,2025-02-05
U105107,Verify Email,2025-02-04
U105107,Complete Onboarding,2025-02-08
U105107,Create First Workflow,2025-02-04
U105107,Invite Teammate,2025-02-07
U105107,Start Trial,2025-02-08
U102110,Visit Landing Page,2025-02-05
U102110,Sign Up,2025-02-05
U102110,Verify Email,2025-02-07
U102110,Complete Onboarding,2025-02-04
U102110,Create First Workflow,2025-02-07
U102110,Invite Teammate,2025-02-05
U100778,Visit Landing Page,2025-02-04
U100778,Sign Up,2025-02-04
U100778,Verify Email,2025-02-07
U100778,Complete Onboarding,2025-02-05
U100778,Create First Workflow,2025-02-08
U100778,Invite Teammate,2025-02-04
U102881,Visit Landing Page,2025-02-04
U102881,Sign Up,2025-02-05
U102881,Verify Email,2025-02-05
U102881,Complete Onboarding,2025-02-07
U102881,Create First Workflow,2025-02-07
U100889,Visit Landing Page,2025-02-04
U100889,Sign Up,2025-02-05
U100889,Verify Email,2025-02-04
U100889,Complete Onboarding,2025-02-08
U100889,Create First Workflow,2025-02-07
U100889,Invite Teammate,2025-02-09
U103374,Visit Landing Page,2025-02-05
U103374,Sign Up,2025-02-04
U102588,Visit Landing Page,2025-02-05
U102588,Sign Up,2025-02-06
U102588,Verify Email,2025-02-04
U102588,Complete Onboarding,2025-02-08
U102588,Create First Workflow,2025-02-06
U102588,Invite Teammate,2025-02-08
U103235,Visit Landing Page,2025-02-05
U103235,Sign Up,2025-02-05
U103235,Verify Email,2025-02-06
U103235,Complete Onboarding,2025-02-04
U103235,Create First Workflow,2025-02-09
U103235,Invite Teammate,2025-02-05
U103235,Start Trial,2025-02-06
U106707,Visit Landing Page,2025-02-06
U106707,Sign Up,2025-02-06
U108286,Visit Landing Page,2025-02-05
U108286,Sign Up,2025-02-07
U101470,Visit Landing Page,2025-02-05
U101470,Sign Up,2025-02-05
U101470,Verify Email,2025-02-07
U101470,Complete Onboarding,2025-02-05
U107061,Visit Landing Page,2025-02-06
U107061,Sign Up,2025-02-06
U102944,Visit Landing Page,2025-02-06
U102944,Sign Up,2025-02-05
U102944,Verify Email,2025-02-07
U102341,Visit Landing Page,2025-02-05
U102341,Sign Up,2025-02-07
U102341,Verify Email,2025-02-06
