user_id,signup_date,acquisition_channel,segment,device,region,company_size,quality_score,acquisition_cost,activated,trial_started,subscription_status,plan,subscription_date,monthly_price
U103985,2025-03-23,Social,Founder,Desktop,North America,1-10,1.158,5.4,True,True,Paid,Starter,2025-03-25,19
U104704,2025-03-23,Organic Search,Marketing Team,Desktop,APAC,11-50,1.395,21.55,True,True,Paid,Starter,2025-03-28,19
U106656,2025-03-24,Referral,Ops Manager,Desktop,North America,1-10,1.683,1.98,True,True,Paid,Growth,2025-03-28,59
U105841,2025-03-24,Content,Founder,Desktop,North America,51-200,1.288,3.08,True,True,Paid,Starter,2025-03-24,19
U106945,2025-03-25,Paid Search,Marketing Team,Desktop,LATAM,1-10,0.902,17.03,True,True,Paid,Growth,2025-03-25,59
U103648,2025-03-27,Paid Search,Ops Manager,Tablet,APAC,1000+,0.879,2.93,True,True,Paid,Scale,2025-03-30,149
U108467,2025-03-27,Referral,Founder,Desktop,North America,1-10,1.485,33.64,True,True,Paid,Starter,2025-04-02,19
U103854,2025-03-27,Referral,Sales Team,Desktop,APAC,11-50,1.249,15.31,True,True,Paid,Growth,2025-03-29,59
U102699,2025-03-28,Organic Search,Ops Manager,Desktop,Europe,11-50,1.174,9.65,True,True,Paid,Scale,2025-04-03,149
U108251,2025-03-28,Referral,Ops Manager,Desktop,Europe,1-10,1.667,15.42,True,True,Paid,Starter,2025-04-02,19
U107726,2025-03-28,Organic Search,Ops Manager,Mobile,LATAM,11-50,1.856,12.35,True,True,Paid,Starter,2025-04-03,19
U106964,2025-03-28,Referral,Ops Manager,Mobile,North America,1-10,1.48,4.18,True,True,Paid,Scale,2025-04-01,149
U105508,2025-03-29,Referral,Founder,Mobile,Europe,1-10,1.154,22.52,True,True,Paid,Scale,2025-03-29,149
U104296,2025-03-30,Paid Search,Founder,Desktop,North America,11-50,0.863,35.79,True,True,Paid,Growth,2025-04-01,59
U107206,2025-03-30,Organic Search,Founder,Desktop,North America,1-10,1.125,20.56,True,True,Paid,Growth,2025-04-01,59
U103583,2025-03-30,Referral,Marketing Team,Desktop,APAC,1-10,1.431,26.67,True,True,Paid,Scale,2025-03-30,149
U100651,2025-03-30,Referral,Sales Team,Desktop,APAC,51-200,1.802,20.85,True,True,Paid,Scale,2025-03-30,149
U102878,2025-03-30,Organic Search,Ops Manager,Desktop,APAC,1-10,1.203,31.92,True,True,Paid,Starter,2025-04-05,19
U107674,2025-03-30,Content,Ops Manager,Desktop,North America,11-50,1.157,10.64,True,True,Paid,Growth,2025-03-31,59
U105215,2025-03-31,Organic Search,Founder,Desktop,APAC,1-10,1.402,20.95,True,True,Paid,Growth,2025-04-08,59
U101096,2025-04-01,Organic Search,Founder,Desktop,North America,11-50,1.274,46.59,True,True,Paid,Starter,2025-04-02,19
U108042,2025-04-01,Paid Search,Sales Team,Desktop,North America,11-50,1.072,15.1,True,True,Paid,Starter,2025-04-02,19
U104462,2025-04-02,Referral,Ops Manager,Mobile,North America,201-1000,1.58,15.66,True,True,Paid,Growth,2025-04-10,59
U101210,2025-04-03,Partnership,Founder,Desktop,North America,1-10,1.436,29.03,True,True,Paid,Starter,2025-04-09,19
U106725,2025-04-04,Referral,Ops Manager,Desktop,APAC,1-10,1.478,14.26,True,True,Paid,Growth,2025-04-12,59
U102065,2025-04-04,Content,Ops Manager,Desktop,North America,1-10,1.435,2.74,True,True,Paid,Starter,2025-04-12,19
U106174,2025-04-05,Social,Marketing Team,Desktop,APAC,1-10,0.861,5.06,True,True,Paid,Starter,2025-04-10,19
U104133,2025-04-05,Referral,Sales Team,Desktop,North America,201-1000,1.154,21.05,True,True,Paid,Starter,2025-04-09,19
U101380,2025-04-06,Paid Search,Sales Team,Desktop,North America,1-10,0.772,16.06,True,True,Paid,Growth,2025-04-13,59
U103526,2025-04-06,Referral,Ops Manager,Desktop,North America,1-10,1.576,6.54,True,True,Paid,Scale,2025-04-08,149
U103815,2025-04-06,Referral,Ops Manager,Desktop,North America,51-200,1.637,3.98,True,True,Paid,Starter,2025-04-14,19
U108320,2025-04-06,Organic Search,Founder,Desktop,LATAM,1-10,1.501,43.23,True,True,Paid,Starter,2025-04-13,19
U101609,2025-04-06,Content,Founder,Mobile,LATAM,1-10,1.379,29.25,True,True,Paid,Growth,2025-04-07,59
U105027,2025-04-07,Organic Search,Founder,Mobile,Europe,11-50,1.068,1.42,True,True,Paid,Growth,2025-04-14,59
U106413,2025-04-07,Referral,Ops Manager,Desktop,APAC,51-200,1.76,1.28,True,True,Paid,Starter,2025-04-14,19
U103858,2025-04-08,Partnership,Ops Manager,Mobile,APAC,1-10,1.193,19.83,True,True,Paid,Starter,2025-04-16,19
U102843,2025-04-08,Organic Search,Founder,Desktop,North America,11-50,1.334,10.5,True,True,Paid,Growth,2025-04-14,59
U105329,2025-04-08,Organic Search,Ops Manager,Desktop,APAC,51-200,1.489,10.17,True,True,Paid,Starter,2025-04-10,19
U105617,2025-04-08,Paid Search,Ops Manager,Mobile,APAC,201-1000,1.503,15.34,True,True,Paid,Starter,2025-04-15,19
U104153,2025-04-08,Referral,Sales Team,Desktop,Europe,1-10,1.441,4.89,True,True,Paid,Growth,2025-04-11,59
U104747,2025-04-09,Paid Search,Marketing Team,Mobile,North America,1-10,0.828,3.46,True,True,Paid,Starter,2025-04-11,19
U103370,2025-04-09,Organic Search,Sales Team,Desktop,Europe,1-10,1.059,19.53,True,True,Paid,Growth,2025-04-15,59
U103982,2025-04-09,Referral,Ops Manager,Desktop,North America,11-50,2.109,1.59,True,True,Paid,Growth,2025-04-13,59
U101890,2025-04-10,Content,Ops Manager,Mobile,Europe,1-10,1.621,8.52,True,True,Paid,Growth,2025-04-11,59
U106157,2025-04-11,Content,Founder,Mobile,North America,11-50,1.514,14.24,True,True,Paid,Growth,2025-04-19,59
U100253,2025-04-12,Referral,Founder,Mobile,North America,1-10,1.437,22.81,True,True,Paid,Starter,2025-04-18,19
U104663,2025-04-12,Content,Ops Manager,Desktop,LATAM,11-50,1.627,2.91,True,True,Paid,Growth,2025-04-19,59
U101423,2025-04-13,Referral,Ops Manager,Desktop,Europe,11-50,1.707,14.76,True,True,Paid,Starter,2025-04-18,19
U107128,2025-04-13,Partnership,Ops Manager,Mobile,Europe,11-50,1.612,9.95,True,True,Paid,Starter,2025-04-19,19
U104481,2025-04-13,Social,Founder,Desktop,MEA,1-10,1.081,40.32,True,True,Paid,Starter,2025-04-20,19
U101566,2025-04-14,Organic Search,Founder,Desktop,North America,11-50,1.662,15.83,True,True,Paid,Starter,2025-04-18,19
U101291,2025-04-14,Organic Search,Marketing Team,Desktop,North America,201-1000,1.124,3.33,True,True,Paid,Starter,2025-04-22,19
U107245,2025-04-15,Organic Search,Founder,Mobile,Europe,1-10,1.172,17.08,True,True,Paid,Starter,2025-04-17,19
U100977,2025-04-15,Organic Search,Ops Manager,Desktop,North America,11-50,1.121,37.45,True,True,Paid,Growth,2025-04-21,59
U102827,2025-04-15,Referral,Ops Manager,Mobile,North America,11-50,1.778,9.42,True,True,Paid,Growth,2025-04-21,59
U100856,2025-04-16,Referral,Sales Team,Desktop,North America,1-10,1.312,8.42,True,True,Paid,Growth,2025-04-19,59
U107675,2025-04-16,Organic Search,Founder,Tablet,North America,201-1000,1.492,19.29,True,True,Paid,Growth,2025-04-16,59
U100551,2025-04-16,Referral,Sales Team,Mobile,MEA,1-10,1.678,7.62,True,True,Paid,Starter,2025-04-16,19
U105513,2025-04-16,Referral,Ops Manager,Desktop,North America,1-10,1.761,8.12,True,True,Paid,Growth,2025-04-19,59
U103250,2025-04-17,Organic Search,Founder,Desktop,North America,51-200,1.401,15.96,True,True,Paid,Growth,2025-04-21,59
U105600,2025-04-17,Referral,Ops Manager,Desktop,North America,51-200,1.727,11.04,True,True,Paid,Growth,2025-04-20,59
U107998,2025-04-18,Organic Search,Founder,Desktop,Europe,1-10,1.338,7.75,True,True,Paid,Scale,2025-04-24,149
U105134,2025-04-18,Organic Search,Ops Manager,Desktop,Europe,1-10,1.084,38.12,True,True,Paid,Starter,2025-04-21,19
U101569,2025-04-18,Paid Search,Ops Manager,Desktop,LATAM,1-10,0.768,35.17,True,True,Paid,Scale,2025-04-21,149
U104497,2025-04-18,Content,Marketing Team,Desktop,North America,1-10,1.081,40.16,True,True,Paid,Starter,2025-04-22,19
U101490,2025-04-18,Social,Founder,Tablet,Europe,1-10,0.906,16.53,True,True,Paid,Growth,2025-04-24,59
U100601,2025-04-18,Paid Search,Ops Manager,Desktop,North America,51-200,1.52,4.47,True,True,Paid,Growth,2025-04-20,59
U105251,2025-04-19,Organic Search,Marketing Team,Mobile,North America,11-50,0.732,1.08,True,True,Paid,Starter,2025-04-26,19
U100966,2025-04-19,Referral,Ops Manager,Desktop,MEA,1-10,1.778,9.07,True,True,Paid,Growth,2025-04-25,59
U100904,2025-04-19,Organic Search,Ops Manager,Desktop,APAC,1-10,1.478,16.92,True,True,Paid,Scale,2025-04-24,149
U100573,2025-04-19,Content,Ops Manager,Desktop,North America,1-10,1.24,9.12,True,True,Paid,Starter,2025-04-24,19
U103295,2025-04-21,Paid Search,Sales Team,Desktop,APAC,11-50,1.183,11.25,True,True,Paid,Starter,2025-04-29,19
U101149,2025-04-22,Paid Search,Founder,Desktop,MEA,11-50,0.952,43.43,True,True,Paid,Scale,2025-04-29,149
U101830,2025-04-22,Partnership,Founder,Mobile,APAC,11-50,1.607,4.88,True,True,Paid,Starter,2025-04-28,19
U108038,2025-04-22,Organic Search,Ops Manager,Desktop,Europe,1-10,1.266,11.75,True,True,Paid,Growth,2025-04-26,59
U100581,2025-04-24,Partnership,Founder,Desktop,North America,1-10,1.81,9.74,True,True,Paid,Scale,2025-05-01,149
U103603,2025-04-24,Organic Search,Marketing Team,Tablet,Europe,51-200,0.971,8.36,True,True,Paid,Growth,2025-04-30,59
U103490,2025-04-24,Referral,Ops Manager,Desktop,North America,51-200,1.824,4.47,True,True,Paid,Scale,2025-05-02,149
U104762,2025-04-25,Paid Search,Ops Manager,Desktop,North America,1-10,1.014,4.2,True,True,Paid,Scale,2025-05-01,149
U106786,2025-04-25,Partnership,Founder,Desktop,North America,1-10,1.301,8.85,True,True,Paid,Growth,2025-05-01,59
U101175,2025-04-25,Organic Search,Sales Team,Desktop,North America,11-50,1.134,38.93,True,True,Paid,Growth,2025-04-29,59
U102067,2025-04-25,Paid Search,Founder,Desktop,APAC,51-200,1.066,24.41,True,True,Paid,Starter,2025-04-26,19
U101688,2025-04-25,Organic Search,Sales Team,Mobile,North America,11-50,1.118,10.77,True,True,Paid,Starter,2025-04-27,19
U104764,2025-04-26,Organic Search,Founder,Mobile,North America,1-10,1.34,24.16,True,True,Paid,Growth,2025-04-27,59
U104898,2025-04-26,Organic Search,Marketing Team,Desktop,North America,1-10,0.984,31.27,True,True,Paid,Starter,2025-04-27,19
U100809,2025-04-26,Organic Search,Ops Manager,Mobile,APAC,11-50,1.609,5.19,True,True,Paid,Starter,2025-04-30,19
U107537,2025-04-26,Referral,Ops Manager,Desktop,LATAM,11-50,1.913,6.75,True,True,Paid,Starter,2025-04-30,19
U107741,2025-04-26,Referral,Founder,Desktop,APAC,11-50,1.379,8.18,True,True,Paid,Growth,2025-05-04,59
U102541,2025-04-26,Organic Search,Ops Manager,Mobile,Europe,51-200,1.549,27.78,True,True,Paid,Starter,2025-05-01,19
U108346,2025-04-27,Referral,Ops Manager,Desktop,North America,51-200,1.881,9.05,True,True,Paid,Scale,2025-05-02,149
U105838,2025-04-27,Social,Ops Manager,Mobile,Europe,11-50,0.832,18.95,True,True,Paid,Starter,2025-05-01,19
U102540,2025-04-27,Referral,Founder,Mobile,Europe,1-10,1.594,15.89,True,True,Paid,Scale,2025-04-29,149
U100721,2025-04-28,Organic Search,Founder,Desktop,LATAM,1-10,1.13,40.12,True,True,Paid,Starter,2025-05-03,19
U102635,2025-04-30,Organic Search,Founder,Tablet,North America,1-10,1.64,18.47,True,True,Paid,Scale,2025-05-05,149
U104381,2025-04-30,Organic Search,Founder,Desktop,APAC,201-1000,1.119,28.68,True,True,Paid,Growth,2025-05-01,59
U102185,2025-05-01,Organic Search,Ops Manager,Tablet,APAC,51-200,1.513,3.84,True,True,Paid,Scale,2025-05-01,149
U106404,2025-05-01,Paid Search,Founder,Mobile,Europe,1-10,0.715,17.06,True,True,Paid,Scale,2025-05-08,149
U104491,2025-05-01,Content,Marketing Team,Tablet,Europe,11-50,1.324,19.79,True,True,Paid,Starter,2025-05-01,19
U102879,2025-05-02,Content,Founder,Desktop,Europe,11-50,1.359,7.49,True,True,Paid,Scale,2025-05-09,149
U105913,2025-05-02,Organic Search,Founder,Tablet,North America,1-10,1.337,14.47,True,True,Paid,Scale,2025-05-09,149
U100960,2025-05-02,Organic Search,Ops Manager,Desktop,North America,51-200,1.362,19.44,True,True,Paid,Starter,2025-05-10,19
U103426,2025-05-02,Referral,Ops Manager,Desktop,North America,51-200,2.15,12.51,True,True,Paid,Starter,2025-05-03,19
U100979,2025-05-03,Referral,Marketing Team,Mobile,Europe,11-50,1.069,12.01,True,True,Paid,Growth,2025-05-08,59
U100951,2025-05-03,Paid Search,Founder,Mobile,Europe,11-50,1.179,10.82,True,True,Paid,Growth,2025-05-05,59
U103931,2025-05-03,Paid Search,Founder,Desktop,APAC,1-10,0.689,57.8,True,True,Paid,Growth,2025-05-03,59
U101333,2025-05-04,Paid Search,Sales Team,Desktop,North America,201-1000,0.861,12.32,True,True,Paid,Starter,2025-05-07,19
U105449,2025-05-04,Paid Search,Ops Manager,Desktop,APAC,201-1000,1.336,10.04,True,True,Paid,Starter,2025-05-09,19
U103640,2025-05-04,Organic Search,Founder,Desktop,Europe,51-200,1.221,15.19,True,True,Paid,Starter,2025-05-10,19
U102444,2025-05-05,Referral,Ops Manager,Desktop,North America,51-200,1.696,4.12,True,True,Paid,Growth,2025-05-13,59
U107456,2025-05-05,Referral,Founder,Desktop,APAC,1-10,1.352,6.25,True,True,Paid,Starter,2025-05-11,19
U102966,2025-05-06,Referral,Founder,Desktop,APAC,201-1000,1.03,24.47,True,True,Paid,Starter,2025-05-09,19
U103918,2025-05-07,Organic Search,Founder,Desktop,APAC,11-50,1.327,45.71,True,True,Paid,Starter,2025-05-12,19
U105957,2025-05-07,Referral,Ops Manager,Desktop,North America,51-200,1.657,3.25,True,True,Paid,Growth,2025-05-07,59
U107483,2025-05-08,Content,Sales Team,Desktop,North America,11-50,1.444,23.56,True,True,Paid,Growth,2025-05-14,59
U104016,2025-05-08,Partnership,Ops Manager,Desktop,North America,1-10,1.586,13.16,True,True,Paid,Starter,2025-05-11,19
U102354,2025-05-08,Paid Search,Sales Team,Desktop,Europe,11-50,1.273,24.41,True,True,Paid,Scale,2025-05-13,149
U105125,2025-05-09,Referral,Ops Manager,Mobile,North America,11-50,1.825,11.92,True,True,Paid,Growth,2025-05-10,59
U103475,2025-05-09,Organic Search,Ops Manager,Desktop,North America,11-50,1.728,19.38,True,True,Paid,Starter,2025-05-09,19
U106826,2025-05-10,Social,Ops Manager,Mobile,North America,201-1000,1.148,34.57,True,True,Paid,Growth,2025-05-16,59
U106689,2025-05-10,Paid Search,Marketing Team,Mobile,LATAM,1-10,1.467,12.59,True,True,Paid,Starter,2025-05-16,19
U101880,2025-05-11,Organic Search,Sales Team,Desktop,Europe,51-200,1.138,20.94,True,True,Paid,Scale,2025-05-17,149
U101213,2025-05-11,Content,Founder,Mobile,North America,51-200,1.093,15.75,True,True,Paid,Growth,2025-05-16,59
U100067,2025-05-11,Organic Search,Ops Manager,Desktop,LATAM,11-50,1.394,5.04,True,True,Paid,Starter,2025-05-18,19
U105925,2025-05-11,Referral,Ops Manager,Mobile,Europe,1-10,1.327,10.41,True,True,Paid,Starter,2025-05-15,19
U107265,2025-05-12,Content,Ops Manager,Mobile,APAC,51-200,1.261,25.46,True,True,Paid,Starter,2025-05-16,19
U101344,2025-05-12,Social,Marketing Team,Desktop,APAC,1-10,1.048,2.93,True,True,Paid,Starter,2025-05-19,19
U101031,2025-05-12,Organic Search,Marketing Team,Desktop,MEA,11-50,0.86,14.71,True,True,Paid,Starter,2025-05-16,19
U103795,2025-05-12,Referral,Marketing Team,Desktop,Europe,11-50,1.364,19.11,True,True,Paid,Growth,2025-05-19,59
U102910,2025-05-13,Organic Search,Marketing Team,Desktop,APAC,1-10,1.377,36.27,True,True,Paid,Growth,2025-05-14,59
U101201,2025-05-13,Organic Search,Marketing Team,Desktop,North America,1-10,1.067,6.8,True,True,Paid,Starter,2025-05-15,19
U106164,2025-05-14,Organic Search,Ops Manager,Desktop,APAC,11-50,1.65,4.8,True,True,Paid,Growth,2025-05-17,59
U105995,2025-05-15,Content,Founder,Desktop,MEA,51-200,1.29,13.71,True,True,Paid,Starter,2025-05-19,19
U107462,2025-05-15,Paid Search,Founder,Desktop,North America,1-10,1.108,18.41,True,True,Paid,Starter,2025-05-16,19
U104906,2025-05-15,Paid Search,Sales Team,Desktop,APAC,51-200,0.908,24.18,True,True,Paid,Growth,2025-05-19,59
U107700,2025-05-16,Organic Search,Ops Manager,Desktop,MEA,1000+,1.064,45.7,True,True,Paid,Growth,2025-05-21,59
U106503,2025-05-17,Content,Sales Team,Mobile,North America,11-50,1.443,9.63,True,True,Paid,Growth,2025-05-20,59
U107154,2025-05-17,Referral,Founder,Desktop,North America,51-200,1.679,21.24,True,True,Paid,Growth,2025-05-17,59
U108122,2025-05-17,Organic Search,Sales Team,Mobile,APAC,51-200,1.067,8.2,True,True,Paid,Growth,2025-05-23,59
U101861,2025-05-18,Organic Search,Ops Manager,Desktop,Europe,1-10,1.781,8.14,True,True,Paid,Growth,2025-05-21,59
U107897,2025-05-18,Content,Sales Team,Mobile,LATAM,1-10,1.231,13.65,True,True,Paid,Starter,2025-05-22,19
U106628,2025-05-18,Organic Search,Founder,Desktop,LATAM,1-10,1.221,7.06,True,True,Paid,Starter,2025-05-21,19
U100135,2025-05-20,Organic Search,Sales Team,Desktop,APAC,1-10,1.659,17.22,True,True,Paid,Growth,2025-05-27,59
U103007,2025-05-20,Paid Search,Founder,Mobile,North America,51-200,1.159,5.07,True,True,Paid,Starter,2025-05-23,19
U105510,2025-05-21,Referral,Marketing Team,Desktop,North America,11-50,1.164,13.53,True,True,Paid,Growth,2025-05-29,59
U108030,2025-05-21,Referral,Ops Manager,Desktop,North America,1-10,1.952,6.95,True,True,Paid,Starter,2025-05-21,19
U103061,2025-05-22,Partnership,Sales Team,Mobile,Europe,1-10,1.31,24.11,True,True,Paid,Growth,2025-05-30,59
U105861,2025-05-24,Partnership,Founder,Desktop,North America,1-10,1.371,10.74,True,True,Paid,Scale,2025-05-31,149
U106094,2025-05-25,Referral,Marketing Team,Mobile,North America,201-1000,0.854,45.44,True,True,Paid,Starter,2025-05-26,19
U105590,2025-05-28,Organic Search,Marketing Team,Desktop,North America,51-200,1.073,11.93,True,True,Paid,Starter,2025-06-04,19
U105035,2025-05-28,Referral,Founder,Desktop,North America,11-50,1.343,22.0,True,True,Paid,Growth,2025-06-02,59
U106093,2025-05-28,Referral,Ops Manager,Desktop,North America,1-10,1.779,8.58,True,True,Paid,Growth,2025-06-04,59
U103057,2025-05-29,Paid Search,Ops Manager,Desktop,North America,11-50,1.265,10.31,True,True,Paid,Growth,2025-05-31,59
U101672,2025-05-29,Paid Search,Ops Manager,Desktop,Europe,1-10,0.989,38.07,True,True,Paid,Growth,2025-06-05,59
U107935,2025-05-31,Content,Sales Team,Desktop,APAC,11-50,0.873,37.24,True,True,Paid,Growth,2025-06-06,59
U106189,2025-05-31,Organic Search,Marketing Team,Desktop,North America,1-10,1.076,28.03,True,True,Paid,Starter,2025-06-01,19
U106645,2025-06-01,Organic Search,Founder,Desktop,North America,1-10,1.533,9.41,True,True,Paid,Starter,2025-06-07,19
U101846,2025-06-01,Referral,Ops Manager,Desktop,LATAM,1-10,1.595,14.98,True,True,Paid,Growth,2025-06-08,59
U104932,2025-06-02,Organic Search,Ops Manager,Tablet,Europe,1-10,1.6,21.84,True,True,Paid,Starter,2025-06-07,19
U103808,2025-06-02,Organic Search,Founder,Mobile,Europe,11-50,1.33,21.53,True,True,Paid,Starter,2025-06-09,19
U104858,2025-06-02,Content,Sales Team,Desktop,North America,11-50,1.409,11.54,True,True,Paid,Scale,2025-06-08,149
U106817,2025-06-03,Paid Search,Founder,Mobile,LATAM,1-10,0.806,10.83,True,True,Paid,Growth,2025-06-11,59
U106954,2025-06-03,Organic Search,Ops Manager,Tablet,APAC,1-10,1.099,24.15,True,True,Paid,Starter,2025-06-11,19
U101882,2025-06-04,Content,Sales Team,Mobile,Europe,1-10,1.188,13.0,True,True,Paid,Growth,2025-06-04,59
U107765,2025-06-04,Content,Marketing Team,Mobile,North America,11-50,0.843,3.98,True,True,Paid,Starter,2025-06-09,19
U106144,2025-06-05,Social,Ops Manager,Desktop,LATAM,51-200,1.27,3.1,True,True,Paid,Scale,2025-06-08,149
U102783,2025-06-05,Referral,Ops Manager,Desktop,North America,1-10,1.565,10.19,True,True,Paid,Starter,2025-06-09,19
U106935,2025-06-07,Paid Search,Marketing Team,Desktop,Europe,51-200,0.767,10.86,True,True,Paid,Starter,2025-06-08,19
U106298,2025-06-07,Partnership,Founder,Desktop,Europe,1-10,1.8,11.49,True,True,Paid,Starter,2025-06-07,19
U108434,2025-06-07,Paid Search,Founder,Desktop,APAC,11-50,0.966,18.37,True,True,Paid,Growth,2025-06-15,59
U106869,2025-06-08,Partnership,Founder,Desktop,North America,51-200,1.187,4.13,True,True,Paid,Starter,2025-06-11,19
U103053,2025-06-08,Paid Search,Marketing Team,Mobile,Europe,1-10,0.939,15.3,True,True,Paid,Growth,2025-06-12,59
U105165,2025-06-08,Organic Search,Ops Manager,Desktop,Europe,11-50,1.483,13.11,True,True,Paid,Scale,2025-06-10,149
U106918,2025-06-10,Organic Search,Sales Team,Mobile,Europe,1-10,0.951,38.5,True,True,Paid,Starter,2025-06-10,19
U104848,2025-06-11,Referral,Ops Manager,Desktop,Europe,11-50,1.636,9.63,True,True,Paid,Starter,2025-06-19,19
U106488,2025-06-12,Referral,Ops Manager,Desktop,Europe,1-10,1.39,3.54,True,True,Paid,Scale,2025-06-18,149
U107818,2025-06-12,Partnership,Sales Team,Desktop,Europe,1-10,1.458,11.55,True,True,Paid,Growth,2025-06-15,59
U107302,2025-06-12,Referral,Founder,Desktop,Europe,1000+,1.365,11.64,True,True,Paid,Starter,2025-06-15,19
U103919,2025-06-12,Referral,Ops Manager,Desktop,LATAM,1-10,1.94,10.69,True,True,Paid,Starter,2025-06-18,19
U104865,2025-06-13,Referral,Founder,Mobile,MEA,1000+,1.623,5.94,True,True,Paid,Starter,2025-06-13,19
U103906,2025-06-15,Referral,Sales Team,Desktop,Europe,51-200,1.428,12.79,True,True,Paid,Growth,2025-06-16,59
U104918,2025-06-15,Organic Search,Student / Hobby,Desktop,Europe,201-1000,0.684,20.5,True,True,Paid,Starter,2025-06-18,19
U101361,2025-06-15,Referral,Sales Team,Mobile,Europe,51-200,1.237,17.94,True,True,Paid,Growth,2025-06-15,59
U100061,2025-06-15,Referral,Sales Team,Desktop,APAC,1-10,0.938,7.38,True,True,Paid,Starter,2025-06-20,19
U100712,2025-06-18,Referral,Sales Team,Desktop,North America,51-200,1.233,30.54,True,True,Paid,Growth,2025-06-18,59
U108013,2025-06-18,Organic Search,Ops Manager,Desktop,APAC,51-200,1.689,14.93,True,True,Paid,Growth,2025-06-19,59
U106206,2025-06-19,Content,Ops Manager,Desktop,Europe,1-10,1.545,20.69,True,True,Paid,Growth,2025-06-23,59
U105192,2025-06-20,Paid Search,Founder,Desktop,North America,11-50,1.054,5.82,True,True,Paid,Starter,2025-06-22,19
U104812,2025-06-20,Organic Search,Ops Manager,Desktop,LATAM,1-10,1.664,18.4,True,True,Paid,Growth,2025-06-25,59
U103509,2025-06-20,Referral,Ops Manager,Desktop,Europe,11-50,1.766,8.09,True,True,Paid,Growth,2025-06-21,59
U108336,2025-06-21,Partnership,Ops Manager,Mobile,North America,1-10,1.369,14.27,True,True,Paid,Growth,2025-06-21,59
U104552,2025-06-21,Organic Search,Ops Manager,Mobile,North America,201-1000,1.496,10.64,True,True,Paid,Growth,2025-06-29,59
U107297,2025-06-22,Organic Search,Founder,Mobile,North America,11-50,1.336,8.87,True,True,Paid,Starter,2025-06-29,19
U102533,2025-06-24,Organic Search,Marketing Team,Desktop,LATAM,11-50,0.723,34.32,True,True,Paid,Starter,2025-06-26,19
U103616,2025-06-25,Organic Search,Ops Manager,Desktop,North America,11-50,1.705,3.62,True,True,Paid,Growth,2025-06-27,59
U102380,2025-06-25,Referral,Ops Manager,Desktop,APAC,11-50,1.712,33.81,True,True,Paid,Scale,2025-06-25,149
U107930,2025-06-25,Referral,Ops Manager,Mobile,North America,1-10,1.785,7.25,True,True,Paid,Starter,2025-06-28,19
U100333,2025-06-25,Paid Search,Sales Team,Desktop,North America,1-10,1.0,8.06,True,True,Paid,Growth,2025-06-25,59
U105821,2025-06-26,Referral,Marketing Team,Desktop,North America,1-10,1.164,9.61,True,True,Paid,Growth,2025-07-01,59
U102758,2025-06-27,Paid Search,Founder,Desktop,North America,1-10,1.213,26.59,True,True,Paid,Starter,2025-07-01,19
U106630,2025-06-27,Referral,Ops Manager,Desktop,North America,11-50,1.592,16.14,True,True,Paid,Starter,2025-07-04,19
U108006,2025-06-28,Referral,Ops Manager,Desktop,North America,1-10,2.15,5.92,True,True,Paid,Starter,2025-07-01,19
U100491,2025-06-28,Social,Ops Manager,Mobile,Europe,51-200,0.947,11.64,True,True,Paid,Growth,2025-07-02,59
U101421,2025-06-29,Referral,Founder,Mobile,LATAM,51-200,1.336,8.04,True,True,Paid,Growth,2025-07-03,59
U107243,2025-06-29,Content,Ops Manager,Desktop,APAC,1-10,1.706,11.86,True,True,Paid,Starter,2025-07-01,19
U101777,2025-07-02,Referral,Sales Team,Desktop,APAC,11-50,1.644,2.65,True,True,Paid,Growth,2025-07-08,59
U103164,2025-07-03,Organic Search,Ops Manager,Desktop,North America,1-10,1.601,12.1,True,True,Paid,Growth,2025-07-10,59
U107218,2025-07-04,Referral,Ops Manager,Desktop,North America,51-200,1.529,9.76,True,True,Paid,Scale,2025-07-08,149
U100215,2025-07-04,Organic Search,Sales Team,Mobile,Europe,51-200,1.183,19.69,True,True,Paid,Growth,2025-07-11,59
U102452,2025-07-05,Partnership,Student / Hobby,Desktop,North America,1-10,0.847,31.84,True,True,Paid,Starter,2025-07-13,19
U106788,2025-07-05,Social,Ops Manager,Tablet,North America,1-10,0.833,20.16,True,True,Paid,Growth,2025-07-11,59
U100875,2025-07-05,Content,Founder,Tablet,North America,201-1000,1.485,26.41,True,True,Paid,Starter,2025-07-10,19
U106133,2025-07-08,Referral,Founder,Desktop,North America,1000+,1.464,19.06,True,True,Paid,Starter,2025-07-15,19
U104083,2025-07-09,Referral,Ops Manager,Desktop,APAC,51-200,1.529,20.07,True,True,Paid,Starter,2025-07-15,19
U105406,2025-07-09,Organic Search,Founder,Mobile,North America,51-200,1.225,18.91,True,True,Paid,Starter,2025-07-13,19
U108253,2025-07-10,Organic Search,Ops Manager,Mobile,LATAM,1-10,1.392,6.3,True,True,Paid,Scale,2025-07-18,149
U103717,2025-07-10,Organic Search,Founder,Desktop,LATAM,11-50,1.829,13.14,True,True,Paid,Starter,2025-07-17,19
U101640,2025-07-10,Content,Ops Manager,Desktop,APAC,11-50,1.234,10.24,True,True,Paid,Growth,2025-07-11,59
U104852,2025-07-10,Organic Search,Founder,Mobile,Europe,1-10,0.955,27.47,True,True,Paid,Starter,2025-07-17,19
U104131,2025-07-10,Content,Ops Manager,Desktop,LATAM,11-50,1.5,7.43,True,True,Paid,Growth,2025-07-18,59
